event,event_name,position,athelete,country,mark
Shot Put women,9th IAAF World Championships in Athletics,1,Svetlana Krivelyova,RUS,20.63
Shot Put women,9th IAAF World Championships in Athletics,2,Nadzeya Ostapchuk,BLR,20.12
Shot Put women,9th IAAF World Championships in Athletics,3,Vita Pavlysh,UKR,20.08
Shot Put women,9th IAAF World Championships in Athletics,4,Irina Korzhanenko,RUS,19.17
Shot Put women,9th IAAF World Championships in Athletics,5,Valerie ADAMS,NZL,18.65
Shot Put women,9th IAAF World Championships in Athletics,6,Krystyna Zabawska,POL,18.62
Shot Put women,9th IAAF World Championships in Athletics,7,Nadine Kleinert,GER,18.48
Shot Put women,9th IAAF World Championships in Athletics,8,Assunta Legnante,ITA,18.28
Shot Put women,9th IAAF World Championships in Athletics,9,Elisângela Adriano,BRA,18.11
Shot Put women,9th IAAF World Championships in Athletics,10,Lieja Koeman-Tunks,NED,17.99
Shot Put women,9th IAAF World Championships in Athletics,11,Meiju Li,CHN,17.92
Shot Put women,9th IAAF World Championships in Athletics,12,Iríni Terzóglou,GRE,17.88
