event,event_name,position,athelete,country,mark
Hammer Throw men,8th IAAF World Championships,1,Szymon Ziólkowski,POL,83.38
Hammer Throw men,8th IAAF World Championships,2,Koji Murofushi,JPN,82.92
Hammer Throw men,8th IAAF World Championships,3,Ilya Konovalov,RUS,80.27
Hammer Throw men,8th IAAF World Championships,4,Nicola Vizzoni,ITA,80.13
Hammer Throw men,8th IAAF World Championships,5,Andriy Skvaruk,UKR,79.93
Hammer Throw men,8th IAAF World Championships,6,Balázs Kiss,HUN,79.75
Hammer Throw men,8th IAAF World Championships,7,Igor Astapkovich,BLR,79.72
Hammer Throw men,8th IAAF World Championships,8,Tibor Gécsek,HUN,79.34
Hammer Throw men,8th IAAF World Championships,9,Adrián Annus,HUN,78.10
Hammer Throw men,8th IAAF World Championships,10,Olli-Pekka Karjalainen,FIN,76.76
Hammer Throw men,8th IAAF World Championships,11,Maciej Palyszko,POL,75.94
Hammer Throw men,8th IAAF World Championships,12,Nicolas Figère,FRA,75.36
