event,event_name,position,athelete,country,mark
Javelin Throw women,8th IAAF World Championships,1,Olisdeilys Menéndez,CUB,69.53
Javelin Throw women,8th IAAF World Championships,2,Miréla Manjani,GRE,65.78
Javelin Throw women,8th IAAF World Championships,3,Sonia Bisset,CUB,64.69
Javelin Throw women,8th IAAF World Championships,4,Nikola Brejchová,CZE,63.11
Javelin Throw women,8th IAAF World Championships,5,Steffi Nerius,GER,62.08
Javelin Throw women,8th IAAF World Championships,6,Mikaela Ingberg,FIN,61.94
Javelin Throw women,8th IAAF World Championships,7,Xiomara Rivero,CUB,61.60
Javelin Throw women,8th IAAF World Championships,8,Aggelikí Tsiolakoúdi,GRE,61.01
Javelin Throw women,8th IAAF World Championships,9,Tatyana Shikolenko,RUS,60.91
Javelin Throw women,8th IAAF World Championships,10,Jianhua Wei,CHN,58.45
Javelin Throw women,8th IAAF World Championships,11,Claudia Coslovich,ITA,57.27
Javelin Throw women,8th IAAF World Championships,12,Taina Kolkkala,FIN,57.21
