event,event_name,position,athelete,country,mark
Hammer Throw men,IAAF World Championships London 2017,1,Paweł FAJDEK,POL,79.81
Hammer Throw men,IAAF World Championships London 2017,2,Valeriy PRONKIN,ANA,78.16
Hammer Throw men,IAAF World Championships London 2017,3,Wojciech NOWICKI,POL,78.03
Hammer Throw men,IAAF World Championships London 2017,4,Quentin BIGOT,FRA,77.67
Hammer Throw men,IAAF World Championships London 2017,5,Aleksey SOKIRSKIY,ANA,77.50
Hammer Throw men,IAAF World Championships London 2017,6,Nick MILLER,GBR,77.31
Hammer Throw men,IAAF World Championships London 2017,7,Dilshod NAZAROV,TJK,77.22
Hammer Throw men,IAAF World Championships London 2017,8,Serghei MARGHIEV,MDA,75.87
Hammer Throw men,IAAF World Championships London 2017,9,Pavel BAREISHA,BLR,75.86
Hammer Throw men,IAAF World Championships London 2017,10,Marco LINGUA,ITA,75.13
Hammer Throw men,IAAF World Championships London 2017,11,Bence HALÁSZ,HUN,74.45
Hammer Throw men,IAAF World Championships London 2017,12,Özkan BALTACI,TUR,74.39
