event,event_name,position,athelete,country,mark
Discus Throw women,8th IAAF World Championships,1,Ellina Zvereva,BLR,67.10
Discus Throw women,8th IAAF World Championships,2,Nicoleta Grasu,ROU,66.24
Discus Throw women,8th IAAF World Championships,3,Anastasía Kelesídou,GRE,65.50
Discus Throw women,8th IAAF World Championships,4,Franka Dietzsch,GER,65.38
Discus Throw women,8th IAAF World Championships,5,Seilala Sua,USA,63.74
Discus Throw women,8th IAAF World Championships,6,Vera Pospíšilová-Cechlová,CZE,61.47
Discus Throw women,8th IAAF World Championships,7,Kristin Kuehl,USA,61.04
Discus Throw women,8th IAAF World Championships,8,Anja Möllenbeck,GER,60.49
Discus Throw women,8th IAAF World Championships,9,Iryna Yatchenko,BLR,59.45
Discus Throw women,8th IAAF World Championships,10,Qiumei Li,CHN,57.81
Discus Throw women,8th IAAF World Championships,11,Vladimíra Racková,CZE,56.43
