event,event_name,position,athelete,country,mark
Javelin Throw women,9th IAAF World Championships in Athletics,1,Miréla Manjani,GRE,66.52
Javelin Throw women,9th IAAF World Championships in Athletics,2,Tatyana Shikolenko,RUS,63.28
Javelin Throw women,9th IAAF World Championships in Athletics,3,Steffi Nerius,GER,62.70
Javelin Throw women,9th IAAF World Championships in Athletics,4,Mikaela Ingberg,FIN,62.20
Javelin Throw women,9th IAAF World Championships in Athletics,5,Olisdeilys Menéndez,CUB,62.19
Javelin Throw women,9th IAAF World Championships in Athletics,6,Sonia Bisset,CUB,60.17
Javelin Throw women,9th IAAF World Championships in Athletics,7,Claudia Coslovich,ITA,59.64
Javelin Throw women,9th IAAF World Championships in Athletics,8,Lavern Eve,BAH,59.60
Javelin Throw women,9th IAAF World Championships in Athletics,9,Valeriya Zabruskova,RUS,59.51
Javelin Throw women,9th IAAF World Championships in Athletics,10,Taina Kolkkala,FIN,57.50
Javelin Throw women,9th IAAF World Championships in Athletics,11,Ning Ma,CHN,57.43
Javelin Throw women,9th IAAF World Championships in Athletics,12,Nikolett Szabó,HUN,56.98
