event,event_name,position,athelete,country,mark
Javelin Throw men,7th IAAF World Championships in Athletics,1,Aki Parviainen,FIN,89.52
Javelin Throw men,7th IAAF World Championships in Athletics,2,Konstantinos Gatsioudis,GRE,89.18
Javelin Throw men,7th IAAF World Championships in Athletics,3,Jan Zelezný,CZE,87.67
Javelin Throw men,7th IAAF World Championships in Athletics,4,Pål Arne Fagernes,NOR,86.24
Javelin Throw men,7th IAAF World Championships in Athletics,5,Raymond Hecht,GER,85.92
Javelin Throw men,7th IAAF World Championships in Athletics,6,Boris Henry,GER,85.43
Javelin Throw men,7th IAAF World Championships in Athletics,7,Emeterio González,CUB,84.32
Javelin Throw men,7th IAAF World Championships in Athletics,8,Steve Backley,GBR,83.84
Javelin Throw men,7th IAAF World Championships in Athletics,9,Sergey Makarov,RUS,83.20
Javelin Throw men,7th IAAF World Championships in Athletics,10,Eriks Rags,LAT,81.64
Javelin Throw men,7th IAAF World Championships in Athletics,11,Harri Haatainen,FIN,80.92
Javelin Throw men,7th IAAF World Championships in Athletics,12,Matti Närhi,FIN,79.47
