event,event_name,position,athelete,country,mark
1500 Metres men,3rd IAAF World Championships in Athletics,1,Noureddine Morceli,ALG,3:32.84  CR
1500 Metres men,3rd IAAF World Championships in Athletics,2,Wilfred Oanda Kirochi,KEN,3:34.84
1500 Metres men,3rd IAAF World Championships in Athletics,3,Hauke Fuhlbrügge,GER,3:35.28
1500 Metres men,3rd IAAF World Championships in Athletics,4,Jens-Peter Herold,GER,3:35.37
1500 Metres men,3rd IAAF World Championships in Athletics,5,Fermín Cacho,ESP,3:35.62
1500 Metres men,3rd IAAF World Championships in Athletics,6,Mário Silva,POR,3:35.76
1500 Metres men,3rd IAAF World Championships in Athletics,7,David Kibet,KEN,3:36.03
1500 Metres men,3rd IAAF World Championships in Athletics,8,Gennaro Di Napoli,ITA,3:36.56
1500 Metres men,3rd IAAF World Championships in Athletics,9,Mohamed Suleiman,QAT,3:38.12
1500 Metres men,3rd IAAF World Championships in Athletics,10,Matthew Yates,GBR,3:38.71
1500 Metres men,3rd IAAF World Championships in Athletics,11,Saïd Aouita,MAR,3:39.49
1500 Metres men,3rd IAAF World Championships in Athletics,12,Simon Doyle,AUS,3:41.54
