event,event_name,position,athelete,country,mark
5000 Metres women,15th IAAF World Championships,1,Almaz Ayana,ETH,14:26.83  CR
5000 Metres women,15th IAAF World Championships,2,Senbere Teferi,ETH,14:44.07
5000 Metres women,15th IAAF World Championships,3,Genzebe Dibaba,ETH,14:44.14
5000 Metres women,15th IAAF World Championships,4,Viola Jelagat Kibiwot,KEN,14:46.16
5000 Metres women,15th IAAF World Championships,5,Mercy Cherono,KEN,15:01.36
5000 Metres women,15th IAAF World Championships,6,Janet Kisa,KEN,15:02.68  SB
5000 Metres women,15th IAAF World Championships,7,Irene Chebet Cheptai,KEN,15:03.41
5000 Metres women,15th IAAF World Championships,8,Susan Krumins,NED,15:08.00
5000 Metres women,15th IAAF World Championships,9,Ayuko Suzuki,JPN,15:08.29  PB
5000 Metres women,15th IAAF World Championships,10,Eloise Wellings,AUS,15:09.62  SB
5000 Metres women,15th IAAF World Championships,11,Mimi Belete,BRN,15:17.01
5000 Metres women,15th IAAF World Championships,12,Stephanie Twell,GBR,15:26.24
5000 Metres women,15th IAAF World Championships,13,Nicole Tully,USA,15:27.42
5000 Metres women,15th IAAF World Championships,14,Misaki Onishi,JPN,15:29.63
5000 Metres women,15th IAAF World Championships,15,Jennifer Wenth,AUT,15:35.46
