event,event_name,position,athelete,country,mark
High Jump men,"IAAF World Athletics Championships, DOHA 2019",1,Mutaz Essa BARSHIM,QAT,2.37
High Jump men,"IAAF World Athletics Championships, DOHA 2019",2,Mikhail AKIMENKO,ANA,2.35
High Jump men,"IAAF World Athletics Championships, DOHA 2019",3,Ilya IVANYUK,ANA,2.35
High Jump men,"IAAF World Athletics Championships, DOHA 2019",4,Maksim NEDASEKAU,BLR,2.33
High Jump men,"IAAF World Athletics Championships, DOHA 2019",5,Luis Enrique ZAYAS,CUB,2.30
High Jump men,"IAAF World Athletics Championships, DOHA 2019",6,Brandon STARC,AUS,2.30
High Jump men,"IAAF World Athletics Championships, DOHA 2019",7,Michael MASON,CAN,2.30
High Jump men,"IAAF World Athletics Championships, DOHA 2019",8,Hup Wei LEE,MAS,2.27
High Jump men,"IAAF World Athletics Championships, DOHA 2019",8,Gianmarco TAMBERI,ITA,2.27
High Jump men,"IAAF World Athletics Championships, DOHA 2019",10,Yu WANG,CHN,2.24
High Jump men,"IAAF World Athletics Championships, DOHA 2019",11,Jeron ROBINSON,USA,2.24
High Jump men,"IAAF World Athletics Championships, DOHA 2019",12,Luis CASTRO RIVERA,PUR,2.19
