event,event_name,position,athelete,country,mark
5000 Metres men,IAAF World Championships London 2017,1,Muktar Edris,ETH,13:32.79
5000 Metres men,IAAF World Championships London 2017,2,Mo Farah,GBR,13:33.22
5000 Metres men,IAAF World Championships London 2017,3,Paul Chelimo,USA,13:33.30
5000 Metres men,IAAF World Championships London 2017,4,Yomif Kejelcha,ETH,13:33.51
5000 Metres men,IAAF World Championships London 2017,5,Selemon Barega,ETH,13:35.34
5000 Metres men,IAAF World Championships London 2017,6,Mohammed Ahmed,CAN,13:35.43
5000 Metres men,IAAF World Championships London 2017,7,Aron Kifle,ERI,13:36.91
5000 Metres men,IAAF World Championships London 2017,8,Andrew Butchart,GBR,13:38.73
5000 Metres men,IAAF World Championships London 2017,9,Justyn Knight,CAN,13:39.15
5000 Metres men,IAAF World Championships London 2017,10,Kemoy Campbell,JAM,13:39.74
5000 Metres men,IAAF World Championships London 2017,11,Patrick Tiernan,AUS,13:40.01
5000 Metres men,IAAF World Championships London 2017,12,Birhanu Balew,BRN,13:43.25
5000 Metres men,IAAF World Championships London 2017,13,Cyrus Rutto,KEN,13:48.64
5000 Metres men,IAAF World Championships London 2017,14,Awet Habte,ERI,13:58.68
