event,event_name,position,athelete,country,mark
1500 Metres men,9th IAAF World Championships in Athletics,1,Hicham El Guerrouj,MAR,3:31.77
1500 Metres men,9th IAAF World Championships in Athletics,2,Mehdi Baala,FRA,3:32.31
1500 Metres men,9th IAAF World Championships in Athletics,3,Ivan Heshko,UKR,3:33.17
1500 Metres men,9th IAAF World Championships in Athletics,4,Paul Korir,KEN,3:33.47
1500 Metres men,9th IAAF World Championships in Athletics,5,Rui Silva,POR,3:33.68
1500 Metres men,9th IAAF World Championships in Athletics,6,Reyes Estévez,ESP,3:33.84
1500 Metres men,9th IAAF World Championships in Athletics,7,Gert-Jan Liefers,NED,3:33.99  SB
1500 Metres men,9th IAAF World Championships in Athletics,8,Vyacheslav Shabunin,RUS,3:34.37
1500 Metres men,9th IAAF World Championships in Athletics,9,Isaac Kiprono Songok,KEN,3:34.39
1500 Metres men,9th IAAF World Championships in Athletics,10,Roberto Parra,ESP,3:35.02  PB
1500 Metres men,9th IAAF World Championships in Athletics,11,Juan Carlos Higuero,ESP,3:38.49
