event,event_name,position,athelete,country,mark
Shot Put men,2nd IAAF World Championships in Athletics,1,Werner Günthör,SUI,22.23
Shot Put men,2nd IAAF World Championships in Athletics,2,Alessandro Andrei,ITA,21.88
Shot Put men,2nd IAAF World Championships in Athletics,3,John Brenner,USA,21.75
Shot Put men,2nd IAAF World Championships in Athletics,4,Remigius Machura,TCH,21.39
Shot Put men,2nd IAAF World Championships in Athletics,5,Ulf Timmermann,GDR,21.35
Shot Put men,2nd IAAF World Championships in Athletics,6,Udo Beyer,GDR,21.13
Shot Put men,2nd IAAF World Championships in Athletics,7,Klaus Bodenmüller,AUT,20.41
Shot Put men,2nd IAAF World Championships in Athletics,8,Sergey Gavryushin,URS,20.15
Shot Put men,2nd IAAF World Championships in Athletics,9,Vyacheslav Lykho,URS,19.98
Shot Put men,2nd IAAF World Championships in Athletics,10,Gert Weil,CHI,19.71
Shot Put men,2nd IAAF World Championships in Athletics,11,Karsten Stolz,FRG,19.22
Shot Put men,2nd IAAF World Championships in Athletics,12,Helmut Krieger,POL,19.15
