event,event_name,position,athelete,country,mark
Shot Put men,10th IAAF World Championships in Athletics,1,Adam Nelson,USA,21.73
Shot Put men,10th IAAF World Championships in Athletics,2,Rutger Smith,NED,21.29
Shot Put men,10th IAAF World Championships in Athletics,3,Ralf Bartels,GER,20.99
Shot Put men,10th IAAF World Championships in Athletics,4,Christian Cantwell,USA,20.87
Shot Put men,10th IAAF World Championships in Athletics,5,Joachim Olsen,DEN,20.73
Shot Put men,10th IAAF World Championships in Athletics,6,Ville Tiisanoja,FIN,20.57
Shot Put men,10th IAAF World Championships in Athletics,7,Tomasz Majewski,POL,20.23
Shot Put men,10th IAAF World Championships in Athletics,8,Tepa Reinikainen,FIN,20.09
Shot Put men,10th IAAF World Championships in Athletics,9,Mikuláš Konopka,SVK,19.72
Shot Put men,10th IAAF World Championships in Athletics,10,Carl Myerscough,GBR,19.67
