event,event_name,position,athelete,country,mark
"10,000 Metres men",9th IAAF World Championships in Athletics,1,Kenenisa BEKELE,ETH,26:49.57  CR
"10,000 Metres men",9th IAAF World Championships in Athletics,2,Haile Gebrselassie,ETH,26:50.77  SB
"10,000 Metres men",9th IAAF World Championships in Athletics,3,Sileshi Sihine,ETH,27:01.44
"10,000 Metres men",9th IAAF World Championships in Athletics,4,Ahmad Hassan Abdullah,QAT,27:18.28  AR
"10,000 Metres men",9th IAAF World Championships in Athletics,5,John Cheruiyot Korir,KEN,27:19.94  SB
"10,000 Metres men",9th IAAF World Championships in Athletics,6,Wilberforce Talel,KEN,27:33.60  PB
"10,000 Metres men",9th IAAF World Championships in Athletics,7,Charles Waweru Kamathi,KEN,27:45.05
"10,000 Metres men",9th IAAF World Championships in Athletics,8,Kamiel Maase,NED,27:45.46  SB
"10,000 Metres men",9th IAAF World Championships in Athletics,9,Karl Keska,GBR,27:47.89  SB
"10,000 Metres men",9th IAAF World Championships in Athletics,10,Ismaïl Sghyr,FRA,27:54.87
"10,000 Metres men",9th IAAF World Championships in Athletics,11,David Galván,MEX,27:55.31
"10,000 Metres men",9th IAAF World Championships in Athletics,12,John Yuda Msuri,TAN,27:56.21  SB
"10,000 Metres men",9th IAAF World Championships in Athletics,13,Fabiano Joseph,TAN,28:06.36
"10,000 Metres men",9th IAAF World Championships in Athletics,14,Alan Culpepper,USA,28:14.92
"10,000 Metres men",9th IAAF World Championships in Athletics,15,Teodoro Vega,MEX,28:31.71
"10,000 Metres men",9th IAAF World Championships in Athletics,16,Mebrahtom Keflezighi,USA,28:35.08
"10,000 Metres men",9th IAAF World Championships in Athletics,17,Cathal Lombard,IRL,28:36.43
"10,000 Metres men",9th IAAF World Championships in Athletics,18,Tomoo Tsubota,JPN,28:37.10
"10,000 Metres men",9th IAAF World Championships in Athletics,19,Daniel Browne,USA,29:01.60
