event,event_name,position,athelete,country,mark
Discus Throw men,7th IAAF World Championships in Athletics,1,Anthony Washington,USA,69.08
Discus Throw men,7th IAAF World Championships in Athletics,2,Jürgen Schult,GER,68.18
Discus Throw men,7th IAAF World Championships in Athletics,3,Lars Riedel,GER,68.09
Discus Throw men,7th IAAF World Championships in Athletics,4,Virgilijus Alekna,LTU,67.53
Discus Throw men,7th IAAF World Championships in Athletics,5,Vaclovas Kidykas,LTU,65.05
Discus Throw men,7th IAAF World Championships in Athletics,6,Michael Möllenbeck,GER,64.90
Discus Throw men,7th IAAF World Championships in Athletics,7,Vladimir Dubrovshchik,BLR,64.00
Discus Throw men,7th IAAF World Championships in Athletics,8,Aleksandr Borichevskiy,RUS,63.59
Discus Throw men,7th IAAF World Championships in Athletics,9,Shaojie Li,CHN,63.22
Discus Throw men,7th IAAF World Championships in Athletics,10,Aleksander Tammert,EST,62.29
Discus Throw men,7th IAAF World Championships in Athletics,11,Róbert Fazekas,HUN,61.71
