event,event_name,position,athelete,country,mark
Discus Throw women,5th IAAF World Championships in Athletics,1,Ellina Zvereva,BLR,68.64
Discus Throw women,5th IAAF World Championships in Athletics,2,Ilke Wyludda,GER,67.20
Discus Throw women,5th IAAF World Championships in Athletics,3,Olga Chernyavskaya,RUS,66.86
Discus Throw women,5th IAAF World Championships in Athletics,4,Maritza Martén,CUB,64.36
Discus Throw women,5th IAAF World Championships in Athletics,5,Natalya Sadova,RUS,62.60
Discus Throw women,5th IAAF World Championships in Athletics,6,Mette Bergmann,NOR,62.48
Discus Throw women,5th IAAF World Championships in Athletics,7,Franka Dietzsch,GER,61.28
Discus Throw women,5th IAAF World Championships in Athletics,8,Lyudmila Filimonova,BLR,61.16
Discus Throw women,5th IAAF World Championships in Athletics,9,Iryna Yatchenko,BLR,60.48
Discus Throw women,5th IAAF World Championships in Athletics,10,Bárbara Hechavarría,CUB,58.98
Discus Throw women,5th IAAF World Championships in Athletics,11,Anastasía Kelesídou,GRE,58.96
Discus Throw women,5th IAAF World Championships in Athletics,12,Daniela Costian,AUS,56.46
