event,event_name,position,athelete,country,mark
Shot Put men,7th IAAF World Championships in Athletics,1,Cottrell J. Hunter,USA,21.79
Shot Put men,7th IAAF World Championships in Athletics,2,Oliver-Sven Buder,GER,21.42
Shot Put men,7th IAAF World Championships in Athletics,3,Oleksandr Bagach,UKR,21.26
Shot Put men,7th IAAF World Championships in Athletics,4,Andy Bloom,USA,20.95
Shot Put men,7th IAAF World Championships in Athletics,5,Yuriy Bilonoh,UKR,20.60
Shot Put men,7th IAAF World Championships in Athletics,6,Dragan Peric,SCG,20.35
Shot Put men,7th IAAF World Championships in Athletics,7,John Godina,USA,20.35
Shot Put men,7th IAAF World Championships in Athletics,8,Ville Tiisanoja,FIN,19.93
Shot Put men,7th IAAF World Championships in Athletics,9,Burger Lambrechts,RSA,19.29
Shot Put men,7th IAAF World Championships in Athletics,10,Saulius Kleiza,LTU,19.01
