event,event_name,position,athelete,country,mark
5000 Metres men,15th IAAF World Championships,1,Mo Farah,GBR,13:50.38
5000 Metres men,15th IAAF World Championships,2,Caleb Mwangangi Ndiku,KEN,13:51.75
5000 Metres men,15th IAAF World Championships,3,Hagos Gebrhiwet,ETH,13:51.86
5000 Metres men,15th IAAF World Championships,4,Yomif Kejelcha,ETH,13:52.43
5000 Metres men,15th IAAF World Championships,5,Galen Rupp,USA,13:53.90
5000 Metres men,15th IAAF World Championships,6,Ben True,USA,13:54.07
5000 Metres men,15th IAAF World Championships,7,Ryan Hill,USA,13:55.10
5000 Metres men,15th IAAF World Championships,8,Isiah Kiplangat Koech,KEN,13:55.98
5000 Metres men,15th IAAF World Championships,9,Ali Kaya,TUR,13:56.51
5000 Metres men,15th IAAF World Championships,10,Edwin Cheruiyot Soi,KEN,13:59.02
5000 Metres men,15th IAAF World Championships,11,Albert Rop,BRN,14:00.12
5000 Metres men,15th IAAF World Championships,12,Mohammed Ahmed,CAN,14:00.38
5000 Metres men,15th IAAF World Championships,13,Imane Merga,ETH,14:01.60
5000 Metres men,15th IAAF World Championships,14,Richard Ringer,GER,14:03.72
5000 Metres men,15th IAAF World Championships,15,Tom Farrell,GBR,14:08.87
