event,event_name,position,athelete,country,mark
Long Jump women,"World Athletics Championships, Oregon 2022",1,Malaika MIHAMBO,GER,7.12
Long Jump women,"World Athletics Championships, Oregon 2022",2,Ese BRUME,NGR,7.02
Long Jump women,"World Athletics Championships, Oregon 2022",3,Leticia ORO MELO,BRA,6.89
Long Jump women,"World Athletics Championships, Oregon 2022",4,Quanesha BURKS,USA,6.88
Long Jump women,"World Athletics Championships, Oregon 2022",5,Brooke BUSCHKUEHL,AUS,6.87
Long Jump women,"World Athletics Championships, Oregon 2022",6,Khaddi SAGNIA,SWE,6.87
Long Jump women,"World Athletics Championships, Oregon 2022",7,Ivana VULETA,SRB,6.84
Long Jump women,"World Athletics Championships, Oregon 2022",8,Maryna BEKH-ROMANCHUK,UKR,6.82
Long Jump women,"World Athletics Championships, Oregon 2022",9,Jazmin SAWYERS,GBR,6.62
Long Jump women,"World Athletics Championships, Oregon 2022",10,Lorraine UGEN,GBR,6.53
Long Jump women,"World Athletics Championships, Oregon 2022",11,Ruth USORO,NGR,6.52
Long Jump women,"World Athletics Championships, Oregon 2022",12,Tiffany FLYNN,USA,6.48
