event,event_name,position,athelete,country,mark
1500 Metres women,15th IAAF World Championships,1,Genzebe Dibaba,ETH,4:08.09
1500 Metres women,15th IAAF World Championships,2,Faith Kipyegon,KEN,4:08.96
1500 Metres women,15th IAAF World Championships,3,Sifan Hassan,NED,4:09.34
1500 Metres women,15th IAAF World Championships,4,Dawit Seyaum,ETH,4:10.26
1500 Metres women,15th IAAF World Championships,5,Laura Muir,GBR,4:11.48
1500 Metres women,15th IAAF World Championships,6,Abeba Aregawi,SWE,4:12.16
1500 Metres women,15th IAAF World Championships,7,Shannon Rowbury,USA,4:12.39
1500 Metres women,15th IAAF World Championships,8,Angelika Cichocka,POL,4:13.22
1500 Metres women,15th IAAF World Championships,9,Rababe Arafi,MAR,4:13.66
1500 Metres women,15th IAAF World Championships,10,Tatyana Tomashova,RUS,4:14.18
1500 Metres women,15th IAAF World Championships,11,Jenny Simpson,USA,4:16.28
1500 Metres women,15th IAAF World Championships,12,Malika Akkaoui,MAR,4:16.98
