event,event_name,position,athelete,country,mark
Discus Throw women,4th IAAF World Championships in Athletics,1,Olga Chernyavskaya,RUS,67.40
Discus Throw women,4th IAAF World Championships in Athletics,2,Daniela Costian,AUS,65.36
Discus Throw women,4th IAAF World Championships in Athletics,3,Chunfeng Min,CHN,65.26
Discus Throw women,4th IAAF World Championships in Athletics,4,Maritza Martén,CUB,64.62
Discus Throw women,4th IAAF World Championships in Athletics,5,Anja Möllenbeck,GER,62.92
Discus Throw women,4th IAAF World Championships in Athletics,6,Bárbara Hechavarría,CUB,62.52
Discus Throw women,4th IAAF World Championships in Athletics,7,Nicoleta Grasu,ROU,62.10
Discus Throw women,4th IAAF World Championships in Athletics,8,Franka Dietzsch,GER,62.06
Discus Throw women,4th IAAF World Championships in Athletics,9,Vladimíra Racková,CZE,61.10
Discus Throw women,4th IAAF World Championships in Athletics,10,Larisa Mikhalchenko,UKR,60.76
Discus Throw women,4th IAAF World Championships in Athletics,11,Ilke Wyludda,GER,60.42
