event,event_name,position,athelete,country,mark
Marathon men,15th IAAF World Championships,1,Ghirmay Ghebreslassie,ERI,2:12:28
Marathon men,15th IAAF World Championships,2,Yemane Tsegay,ETH,2:13:08  SB
Marathon men,15th IAAF World Championships,3,Solomon Mutai,UGA,2:13:30
Marathon men,15th IAAF World Championships,4,Ruggero Pertile,ITA,2:14:23  SB
Marathon men,15th IAAF World Championships,5,Shumi DECHASA,BRN,2:14:35
Marathon men,15th IAAF World Championships,6,Stephen Kiprotich,UGA,2:14:43
Marathon men,15th IAAF World Championships,7,Lelisa Desisa,ETH,2:14:54
Marathon men,15th IAAF World Championships,8,Daniele Meucci,ITA,2:14:54
Marathon men,15th IAAF World Championships,9,Amanuel Mesel,ERI,2:15:07
Marathon men,15th IAAF World Championships,10,Jackson Kiprop,UGA,2:15:16
Marathon men,15th IAAF World Championships,11,Chol Pak,PRK,2:15:44  SB
Marathon men,15th IAAF World Championships,12,Alphonce Felix Simbu,TAN,2:16:58
Marathon men,15th IAAF World Championships,13,Javier Guerra,ESP,2:17:00
Marathon men,15th IAAF World Championships,14,Tshepo Mathibelle,LES,2:17:17  SB
Marathon men,15th IAAF World Championships,15,Hayle LEMI,ETH,2:17:37
Marathon men,15th IAAF World Championships,16,Abdelhadi El Hachimi,BEL,2:17:41
Marathon men,15th IAAF World Championships,17,Aleksey Reunkov,RUS,2:18:12
Marathon men,15th IAAF World Championships,18,Solonei da Silva,BRA,2:19:20
Marathon men,15th IAAF World Championships,19,Tadesse ABRAHAM,SUI,2:19:25
Marathon men,15th IAAF World Championships,20,Roman FOSTI,EST,2:20:34
Marathon men,15th IAAF World Championships,21,Masakazu Fujiwara,JPN,2:21:06  SB
Marathon men,15th IAAF World Championships,22,Mark Korir,KEN,2:21:20
Marathon men,15th IAAF World Championships,23,Cutbert Nyasango,ZIM,2:22:15  SB
Marathon men,15th IAAF World Championships,24,Wang Xu,CHN,2:23:08
Marathon men,15th IAAF World Championships,25,Ian Burrell,USA,2:23:17  SB
Marathon men,15th IAAF World Championships,26,Célestin Nihorimbere,BDI,2:23:29
Marathon men,15th IAAF World Championships,27,Ezekiel Jafary Ngimba,TAN,2:23:43  SB
Marathon men,15th IAAF World Championships,28,Scott Smith,USA,2:24:53  SB
Marathon men,15th IAAF World Championships,29,Anuradha Indrajith Cooray,SRI,2:25:04
Marathon men,15th IAAF World Championships,30,Cephas Pasipamire,ZIM,2:25:05  SB
Marathon men,15th IAAF World Championships,31,Roman Prodius,MDA,2:26:46
Marathon men,15th IAAF World Championships,32,Edwin Kipchirchir Kemboi,AUT,2:28:06
Marathon men,15th IAAF World Championships,33,Chin-Ping Ho,TPE,2:28:14
Marathon men,15th IAAF World Championships,34,Siyang Guan,CHN,2:30:17
Marathon men,15th IAAF World Championships,35,Henri Manninen,FIN,2:30:22  SB
Marathon men,15th IAAF World Championships,36,David NILSSON,SWE,2:31:24
Marathon men,15th IAAF World Championships,37,Gilbert Mutandiro,ZIM,2:31:35
Marathon men,15th IAAF World Championships,38,Ser-Od BAT-OCHIR,MGL,2:32:09
Marathon men,15th IAAF World Championships,39,Siwan Noh,KOR,2:32:35
Marathon men,15th IAAF World Championships,40,Kazuhiro Maeda,JPN,2:32:49
Marathon men,15th IAAF World Championships,41,Desmond Mokgobu,RSA,2:34:11
Marathon men,15th IAAF World Championships,42,Fabiano Joseph,TAN,2:35:27  SB
