event,event_name,position,athelete,country,mark
Shot Put women,4th IAAF World Championships in Athletics,1,Zhihong Huang,CHN,20.57
Shot Put women,4th IAAF World Championships in Athletics,2,Svetlana Krivelyova,RUS,19.97
Shot Put women,4th IAAF World Championships in Athletics,3,Kathrin Neimke,GER,19.71
Shot Put women,4th IAAF World Championships in Athletics,4,Xinmei Sui,CHN,19.61
Shot Put women,4th IAAF World Championships in Athletics,5,Yuzhen Cong,CHN,19.58
Shot Put women,4th IAAF World Championships in Athletics,6,Astrid Kumbernuss,GER,19.42
Shot Put women,4th IAAF World Championships in Athletics,7,Valentina Fedyushina,UKR,19.27
Shot Put women,4th IAAF World Championships in Athletics,8,Belsy Laza,CUB,19.27
Shot Put women,4th IAAF World Championships in Athletics,9,Larisa Peleshenko,RUS,19.22
Shot Put women,4th IAAF World Championships in Athletics,10,Svetla Mitkova-Sinirtas,BUL,18.91
Shot Put women,4th IAAF World Championships in Athletics,11,Stephanie Storp,GER,18.83
Shot Put women,4th IAAF World Championships in Athletics,12,Ramona Pagel,USA,17.77
