event,event_name,position,athelete,country,mark
Pole Vault women,8th IAAF World Championships,1,Stacy Dragila,USA,4.75
Pole Vault women,8th IAAF World Championships,2,Svetlana Feofanova,RUS,4.75
Pole Vault women,8th IAAF World Championships,3,Monika Pyrek,POL,4.55
Pole Vault women,8th IAAF World Championships,4,Tatiana Grigorieva,AUS,4.55
Pole Vault women,8th IAAF World Championships,5,Shuying Gao,CHN,4.50
Pole Vault women,8th IAAF World Championships,6,Thórey Edda Elisdóttir,ISL,4.45
Pole Vault women,8th IAAF World Championships,7,Yvonne Buschbaum,GER,4.45
Pole Vault women,8th IAAF World Championships,8,Pavla Rybová,CZE,4.45
Pole Vault women,8th IAAF World Championships,9,Janine Whitlock,GBR,4.35
Pole Vault women,8th IAAF World Championships,10,Carolin Hingst,GER,4.25
Pole Vault women,8th IAAF World Championships,11,Doris Auer,AUT,4.25
Pole Vault women,8th IAAF World Championships,12,Mary Sauer Vincent,USA,4.25
