event,event_name,position,athelete,country,mark
"10,000 Metres men",13th IAAF World Championships in Athletics,1,Ibrahim Jeilan,ETH,27:13.81
"10,000 Metres men",13th IAAF World Championships in Athletics,2,Mo Farah,GBR,27:14.07
"10,000 Metres men",13th IAAF World Championships in Athletics,3,Imane Merga,ETH,27:19.14
"10,000 Metres men",13th IAAF World Championships in Athletics,4,Zersenay Tadese,ERI,27:22.57
"10,000 Metres men",13th IAAF World Championships in Athletics,5,Martin Irungu Mathathi,KEN,27:23.87
"10,000 Metres men",13th IAAF World Championships in Athletics,6,Peter Cheruiyot Kirui,KEN,27:25.63  PB
"10,000 Metres men",13th IAAF World Championships in Athletics,7,Galen Rupp,USA,27:26.84  SB
"10,000 Metres men",13th IAAF World Championships in Athletics,8,Sileshi Sihine,ETH,27:34.11
"10,000 Metres men",13th IAAF World Championships in Athletics,9,Paul Kipngetich Tanui,KEN,27:54.03
"10,000 Metres men",13th IAAF World Championships in Athletics,10,Matthew Tegenkamp,USA,28:41.62
"10,000 Metres men",13th IAAF World Championships in Athletics,11,Rui Silva,POR,28:48.62
"10,000 Metres men",13th IAAF World Championships in Athletics,12,Daniele Meucci,ITA,28:50.28
"10,000 Metres men",13th IAAF World Championships in Athletics,13,Stephen Mokoka,RSA,28:51.97
"10,000 Metres men",13th IAAF World Championships in Athletics,14,Scott Bauhs,USA,29:03.92
"10,000 Metres men",13th IAAF World Championships in Athletics,15,Yuki Sato,JPN,29:04.15
"10,000 Metres men",13th IAAF World Championships in Athletics,16,Juan Carlos Romero,MEX,29:38.38
