event,event_name,position,athelete,country,mark
3000 Metres women,3rd IAAF World Championships in Athletics,1,Tatyana Samolenko-Dorovskikh,URS,8:35.82
3000 Metres women,3rd IAAF World Championships in Athletics,2,Yelena Romanova,URS,8:36.06
3000 Metres women,3rd IAAF World Championships in Athletics,3,Susan Sirma,KEN,8:39.41  AR
3000 Metres women,3rd IAAF World Championships in Athletics,4,Päivi Tikkanen,FIN,8:41.30
3000 Metres women,3rd IAAF World Championships in Athletics,5,Margareta Keszeg,ROU,8:42.02
3000 Metres women,3rd IAAF World Championships in Athletics,6,Roberta Brunet,ITA,8:42.64
3000 Metres women,3rd IAAF World Championships in Athletics,7,Judi St. Hilaire,USA,8:44.02
3000 Metres women,3rd IAAF World Championships in Athletics,8,Annette Peters,USA,8:44.02
3000 Metres women,3rd IAAF World Championships in Athletics,9,Gitte Karlshøj,DEN,8:44.35
3000 Metres women,3rd IAAF World Championships in Athletics,10,Yvonne Murray,GBR,8:44.52
3000 Metres women,3rd IAAF World Championships in Athletics,11,Alison Wyeth,GBR,8:44.73
3000 Metres women,3rd IAAF World Championships in Athletics,12,Pauline Konga,KEN,8:46.66
3000 Metres women,3rd IAAF World Championships in Athletics,13,Lyudmila Borisova,URS,8:51.49
3000 Metres women,3rd IAAF World Championships in Athletics,14,Shelly Steely,USA,8:53.70
3000 Metres women,3rd IAAF World Championships in Athletics,15,Marie-Pierre Duros,FRA,9:08.31
