event,event_name,position,athelete,country,mark
Hammer Throw women,15th IAAF World Championships,1,Anita Włodarczyk,POL,80.85
Hammer Throw women,15th IAAF World Championships,2,Wenxiu Zhang,CHN,76.33
Hammer Throw women,15th IAAF World Championships,3,Alexandra Tavernier,FRA,74.02
Hammer Throw women,15th IAAF World Championships,4,Sophie Hitchon,GBR,73.86
Hammer Throw women,15th IAAF World Championships,5,Zheng Wang,CHN,73.83
Hammer Throw women,15th IAAF World Championships,6,Kathrin Klaas,GER,73.18
Hammer Throw women,15th IAAF World Championships,7,Betty Heidler,GER,72.56
Hammer Throw women,15th IAAF World Championships,8,Zalina Petrivskaya,MDA,72.38
Hammer Throw women,15th IAAF World Championships,9,Amanda Bingson,USA,72.35
Hammer Throw women,15th IAAF World Championships,10,Alena Sobaleva,BLR,70.09
Hammer Throw women,15th IAAF World Championships,11,Rosa Rodríguez,VEN,67.78
