event,event_name,position,athelete,country,mark
Hammer Throw men,5th IAAF World Championships in Athletics,1,Andrey Abduvaliyev,TJK,81.56
Hammer Throw men,5th IAAF World Championships in Athletics,2,Igor Astapkovich,BLR,81.10
Hammer Throw men,5th IAAF World Championships in Athletics,3,Tibor Gécsek,HUN,80.98
Hammer Throw men,5th IAAF World Championships in Athletics,4,Balázs Kiss,HUN,79.02
Hammer Throw men,5th IAAF World Championships in Athletics,5,Lance Deal,USA,78.66
Hammer Throw men,5th IAAF World Championships in Athletics,6,Sergey Alay,BLR,76.66
Hammer Throw men,5th IAAF World Championships in Athletics,7,Ilya Konovalov,RUS,76.50
Hammer Throw men,5th IAAF World Championships in Athletics,8,Aleksandr Seleznyov,RUS,76.18
Hammer Throw men,5th IAAF World Championships in Athletics,9,Raphaël Piolanti,FRA,75.98
Hammer Throw men,5th IAAF World Championships in Athletics,10,Oleksandr Krykun,UKR,75.52
Hammer Throw men,5th IAAF World Championships in Athletics,11,Vadim Kolesnik,UKR,75.18
Hammer Throw men,5th IAAF World Championships in Athletics,12,Marko Wahlman,FIN,73.02
