event,event_name,position,athelete,country,mark
1500 Metres men,14th IAAF World Championships,1,Asbel Kiprop,KEN,3:36.28
1500 Metres men,14th IAAF World Championships,2,Matthew Centrowitz,USA,3:36.78
1500 Metres men,14th IAAF World Championships,3,Johan Cronje,RSA,3:36.83
1500 Metres men,14th IAAF World Championships,4,Nixon Kiplimo Chepseba,KEN,3:36.87
1500 Metres men,14th IAAF World Championships,5,Homiyu Tesfaye,GER,3:37.03
1500 Metres men,14th IAAF World Championships,6,Silas Kiplagat,KEN,3:37.11
1500 Metres men,14th IAAF World Championships,7,Mekonnen Gebremedhin,ETH,3:37.21
1500 Metres men,14th IAAF World Championships,8,Henrik Ingebrigtsen,NOR,3:37.52
1500 Metres men,14th IAAF World Championships,9,Mohamed Moustaoui,MAR,3:38.08
1500 Metres men,14th IAAF World Championships,10,Nathan Brannen,CAN,3:38.09
1500 Metres men,14th IAAF World Championships,11,Florian Carvalho,FRA,3:39.17
1500 Metres men,14th IAAF World Championships,12,Chris O'Hare,GBR,3:46.04
