event,event_name,position,athelete,country,mark
Javelin Throw men,11th IAAF World Championships in Athletics,1,Tero Pitkämäki,FIN,90.33
Javelin Throw men,11th IAAF World Championships in Athletics,2,Andreas Thorkildsen,NOR,88.61
Javelin Throw men,11th IAAF World Championships in Athletics,3,Breaux Greer,USA,86.21
Javelin Throw men,11th IAAF World Championships in Athletics,4,Vadims Vasilevskis,LAT,85.19
Javelin Throw men,11th IAAF World Championships in Athletics,5,Aleksandr Ivanov,RUS,85.18
Javelin Throw men,11th IAAF World Championships in Athletics,6,John Robert Oosthuizen,RSA,84.52
Javelin Throw men,11th IAAF World Championships in Athletics,7,Igor Janik,POL,83.38
Javelin Throw men,11th IAAF World Championships in Athletics,8,Tero Järvenpää,FIN,82.10
Javelin Throw men,11th IAAF World Championships in Athletics,9,Guillermo Martínez,CUB,82.03
Javelin Throw men,11th IAAF World Championships in Athletics,10,Magnus Arvidsson,SWE,81.98
Javelin Throw men,11th IAAF World Championships in Athletics,11,Eriks Rags,LAT,80.01
Javelin Throw men,11th IAAF World Championships in Athletics,12,Teemu Wirkkala,FIN,78.01
