event,event_name,position,athelete,country,mark
Javelin Throw men,13th IAAF World Championships in Athletics,1,Matthias de Zordo,GER,86.27
Javelin Throw men,13th IAAF World Championships in Athletics,2,Andreas Thorkildsen,NOR,84.78
Javelin Throw men,13th IAAF World Championships in Athletics,3,Guillermo Martínez,CUB,84.30
Javelin Throw men,13th IAAF World Championships in Athletics,4,Vítězslav Veselý,CZE,84.11
Javelin Throw men,13th IAAF World Championships in Athletics,5,Fatih Avan,TUR,83.34
Javelin Throw men,13th IAAF World Championships in Athletics,6,Roman Avramenko,UKR,82.51
Javelin Throw men,13th IAAF World Championships in Athletics,7,Jarrod Bannister,AUS,82.25
Javelin Throw men,13th IAAF World Championships in Athletics,8,Mark Frank,GER,81.81
Javelin Throw men,13th IAAF World Championships in Athletics,9,Antti Ruuskanen,FIN,79.46
Javelin Throw men,13th IAAF World Championships in Athletics,10,Dmitri Tarabin,RUS,79.06
Javelin Throw men,13th IAAF World Championships in Athletics,11,Stuart Farquhar,NZL,78.99
Javelin Throw men,13th IAAF World Championships in Athletics,12,Sergey Makarov,RUS,78.76
