event,event_name,position,athelete,country,mark
800 Metres men,12th IAAF World Championships in Athletics,1,Mbulaeni Mulaudzi,RSA,1:45.29
800 Metres men,12th IAAF World Championships in Athletics,2,Alfred Kirwa Yego,KEN,1:45.35
800 Metres men,12th IAAF World Championships in Athletics,3,Yusuf Saad Kamel,BRN,1:45.35
800 Metres men,12th IAAF World Championships in Athletics,4,Yuriy Borzakovskiy,RUS,1:45.57
800 Metres men,12th IAAF World Championships in Athletics,5,Amine Laalou,MAR,1:45.66
800 Metres men,12th IAAF World Championships in Athletics,6,Nick Symmonds,USA,1:45.71
800 Metres men,12th IAAF World Championships in Athletics,7,Bram Som,NED,1:45.86
800 Metres men,12th IAAF World Championships in Athletics,8,Marcin Lewandowski,POL,1:46.17
800 Metres men,12th IAAF World Championships in Athletics,9,Jackson Mumbwa Kivuva,KEN,1:46.39
800 Metres men,12th IAAF World Championships in Athletics,10,Yeimer López,CUB,1:47.80
