event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,1st IAAF World Championships in Athletics,1,Patriz Ilg,FRG,8:15.06
3000 Metres Steeplechase men,1st IAAF World Championships in Athletics,2,Boguslaw Maminski,POL,8:17.03
3000 Metres Steeplechase men,1st IAAF World Championships in Athletics,3,Colin Reitz,GBR,8:17.75
3000 Metres Steeplechase men,1st IAAF World Championships in Athletics,4,Joseph Mahmoud,FRA,8:18.32
3000 Metres Steeplechase men,1st IAAF World Championships in Athletics,5,Roger Hackney,GBR,8:19.38
3000 Metres Steeplechase men,1st IAAF World Championships in Athletics,6,Graeme Fell,GBR,8:20.01
3000 Metres Steeplechase men,1st IAAF World Championships in Athletics,7,Julius Korir,KEN,8:20.11
3000 Metres Steeplechase men,1st IAAF World Championships in Athletics,8,Henry Marsh,USA,8:20.45
3000 Metres Steeplechase men,1st IAAF World Championships in Athletics,9,Mariano Scartezzini,ITA,8:21.17
3000 Metres Steeplechase men,1st IAAF World Championships in Athletics,10,Domingo Ramón,ESP,8:21.32
3000 Metres Steeplechase men,1st IAAF World Championships in Athletics,11,Hagen Melzer,GDR,8:21.33
3000 Metres Steeplechase men,1st IAAF World Championships in Athletics,12,Tommy Ekblom,FIN,8:21.50
