event,event_name,position,athelete,country,mark
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,1,Robert Korzeniowski,POL,3:44:46
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,2,Jesús Ángel GARCÍA,ESP,3:44:59
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,3,Miguel Ángel Rodríguez,MEX,3:48:30
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,4,Oleg Ishutkin,RUS,3:50:04
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,5,Tomasz Lipiec,POL,3:50:14
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,6,Fumio Imamura,JPN,3:50:27   NR
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,7,Sylvain Caudron,FRA,3:51:17
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,8,Arturo Di Mezza,ITA,3:51:33   SB
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,9,Valentin Kononen,FIN,3:53:40
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,10,Aleksey Voyevodin,RUS,3:54:28
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,11,René Piller,FRA,3:55:06
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,12,Sergey Korepanov,KAZ,3:56:19
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,13,Craig Barrett,NZL,3:56:30
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,14,Giovanni Perricelli,ITA,3:57:38
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,15,Nikolay Matyukhin,RUS,3:58:18
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,16,Axel Noack,GER,3:59:29
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,17,Hector Moreno,COL,3:59:33
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,18,Štefan Malík,SVK,3:59:52
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,19,Ruben Arikado,MEX,4:04:17
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,20,Zoltán Czukor,HUN,4:05:09
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,21,Santiago Pérez,ESP,4:05:25
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,22,Dmitriy Savaytan,BLR,4:05:35
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,23,Julio Urias,GUA,4:07:18
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,24,Peter Zanner,GER,4:07:38
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,25,Christophe Cousin,FRA,4:08:26
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,26,Miloš Holuša,CZE,4:09:08
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,27,José Magalhães,POR,4:10:03
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,28,Orazio Romanzi,ITA,4:11:00
50 Kilometres Race Walk men,6th IAAF World Championships In Athletics,29,Hrístos Karayeórgos,GRE,4:30:05
