event,event_name,position,athelete,country,mark
Triple Jump women,4th IAAF World Championships in Athletics,1,Anna Biryukova,RUS,15.09
Triple Jump women,4th IAAF World Championships in Athletics,2,Iolanda Chen,RUS,14.70
Triple Jump women,4th IAAF World Championships in Athletics,3,Iva Prandzheva,BUL,14.23
Triple Jump women,4th IAAF World Championships in Athletics,4,Niurka Montalvo,CUB,14.22
Triple Jump women,4th IAAF World Championships in Athletics,5,Helga Radtke,GER,14.19
Triple Jump women,4th IAAF World Championships in Athletics,6,Antonella Capriotti,ITA,14.18
Triple Jump women,4th IAAF World Championships in Athletics,7,Šárka Kašparkova,CZE,14.16
Triple Jump women,4th IAAF World Championships in Athletics,8,Urszula Wlodarczyk,POL,13.80
Triple Jump women,4th IAAF World Championships in Athletics,9,Michelle Griffith-Robinson,GBR,13.69
Triple Jump women,4th IAAF World Championships in Athletics,10,Jelena Blazevica,LAT,13.57
Triple Jump women,4th IAAF World Championships in Athletics,11,Ljudmila Ninova-Rudoll,AUT,13.30
Triple Jump women,4th IAAF World Championships in Athletics,12,Monica Toth,ROU,12.87
