event,event_name,position,athelete,country,mark
"10,000 Metres men",12th IAAF World Championships in Athletics,1,Kenenisa Bekele,ETH,26:46.31  CR
"10,000 Metres men",12th IAAF World Championships in Athletics,2,Zersenay Tadese,ERI,26:50.12  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,3,Moses Ndiema Masai,KEN,26:57.39  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,4,Imane Merga,ETH,27:15.94  PB
"10,000 Metres men",12th IAAF World Championships in Athletics,5,Bernard Kiprop Kipyego,KEN,27:18.47  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,6,Dathan Ritzenhein,USA,27:22.28  PB
"10,000 Metres men",12th IAAF World Championships in Athletics,7,Micah Kipkemboi Kogo,KEN,27:26.33  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,8,Galen Rupp,USA,27:37.99  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,9,Kidane Tadasse,ERI,27:41.50  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,10,Gebregziabher Gebremariam,ETH,27:44.04  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,11,Ahmad Hassan Abdullah,QAT,27:45.03  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,12,Teklemariam Medhin,ERI,27:58.89  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,13,Fabiano Joseph,TAN,28:04.32  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,14,Juan Carlos Romero,MEX,28:09.78  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,15,Carles Castillejo,ESP,28:09.89
"10,000 Metres men",12th IAAF World Championships in Athletics,16,Dickson Marwa,TAN,28:18.00  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,17,Tim Nelson,USA,28:18.04
"10,000 Metres men",12th IAAF World Championships in Athletics,18,Juan Luis Barrios,MEX,28:31.40
"10,000 Metres men",12th IAAF World Championships in Athletics,19,Surendra Kumar Singh,IND,28:35.51  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,20,Anatoliy Rybakov,RUS,28:42.28
"10,000 Metres men",12th IAAF World Championships in Athletics,21,Ezekiel Jafary Ngimba,TAN,28:45.34
"10,000 Metres men",12th IAAF World Championships in Athletics,22,Martin Toroitich,UGA,28:49.49  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,23,Rui Pedro Silva,POR,28:51.40
"10,000 Metres men",12th IAAF World Championships in Athletics,24,David McNeill,AUS,29:18.59  SB
"10,000 Metres men",12th IAAF World Championships in Athletics,25,Yuki Iwai,JPN,29:24.12
