event,event_name,position,athelete,country,mark
Hammer Throw men,"IAAF World Athletics Championships, DOHA 2019",1,Paweł FAJDEK,POL,80.50
Hammer Throw men,"IAAF World Athletics Championships, DOHA 2019",2,Quentin BIGOT,FRA,78.19
Hammer Throw men,"IAAF World Athletics Championships, DOHA 2019",3,Bence HALÁSZ,HUN,78.18
Hammer Throw men,"IAAF World Athletics Championships, DOHA 2019",3,Wojciech NOWICKI,POL,77.69
Hammer Throw men,"IAAF World Athletics Championships, DOHA 2019",5,Mykhaylo KOKHAN,UKR,77.39
Hammer Throw men,"IAAF World Athletics Championships, DOHA 2019",6,Eivind HENRIKSEN,NOR,77.38
Hammer Throw men,"IAAF World Athletics Championships, DOHA 2019",7,Javier CIENFUEGOS,ESP,76.57
Hammer Throw men,"IAAF World Athletics Championships, DOHA 2019",8,Hleb DUDARAU,BLR,76.00
Hammer Throw men,"IAAF World Athletics Championships, DOHA 2019",9,Ashraf Amgad EL SEIFY,QAT,75.41
Hammer Throw men,"IAAF World Athletics Championships, DOHA 2019",10,Nick MILLER,GBR,75.31
Hammer Throw men,"IAAF World Athletics Championships, DOHA 2019",11,Rudy WINKLER,USA,75.20
Hammer Throw men,"IAAF World Athletics Championships, DOHA 2019",12,Yevgeniy KOROTOVSKIY,ANA,75.14
