event,event_name,position,athelete,country,mark
1500 Metres women,3rd IAAF World Championships in Athletics,1,Hassiba Boulmerka,ALG,4:02.21
1500 Metres women,3rd IAAF World Championships in Athletics,2,Tatyana Samolenko-Dorovskikh,URS,4:02.58
1500 Metres women,3rd IAAF World Championships in Athletics,3,Lyudmila Rogachova,URS,4:02.72
1500 Metres women,3rd IAAF World Championships in Athletics,4,Doina Melinte,ROU,4:03.19
1500 Metres women,3rd IAAF World Championships in Athletics,5,Ellen Kiessling,GER,4:04.75
1500 Metres women,3rd IAAF World Championships in Athletics,6,Kirsty Wade,GBR,4:05.16
1500 Metres women,3rd IAAF World Championships in Athletics,7,Susan Sirma,KEN,4:05.47
1500 Metres women,3rd IAAF World Championships in Athletics,8,Malgorzata Rydz,POL,4:05.52
1500 Metres women,3rd IAAF World Championships in Athletics,9,Letitia Vriesde,SUR,4:05.67  AR
1500 Metres women,3rd IAAF World Championships in Athletics,10,Violeta Beclea-Szekely,ROU,4:05.86
1500 Metres women,3rd IAAF World Championships in Athletics,11,Debbie Scott-Bowker,CAN,4:06.06
1500 Metres women,3rd IAAF World Championships in Athletics,12,PattiSue Plumer,USA,4:06.80
1500 Metres women,3rd IAAF World Championships in Athletics,13,Yvonne Mai-Graham,GER,4:07.45
1500 Metres women,3rd IAAF World Championships in Athletics,14,Elena Fidatov,ROU,4:10.15
1500 Metres women,3rd IAAF World Championships in Athletics,15,Ravilya Agletdinova-Kotovich,URS,4:17.59
