event,event_name,position,athelete,country,mark
Triple Jump men,13th IAAF World Championships in Athletics,1,Christian TAYLOR,USA,17.96
Triple Jump men,13th IAAF World Championships in Athletics,2,Phillips Idowu,GBR,17.77
Triple Jump men,13th IAAF World Championships in Athletics,3,Will CLAYE,USA,17.50
Triple Jump men,13th IAAF World Championships in Athletics,4,Alexis COPELLO,CUB,17.47
Triple Jump men,13th IAAF World Championships in Athletics,5,Nelson ÉVORA,POR,17.35
Triple Jump men,13th IAAF World Championships in Athletics,6,Christian Olsson,SWE,17.23
Triple Jump men,13th IAAF World Championships in Athletics,7,Leevan Sands,BAH,17.21
Triple Jump men,13th IAAF World Championships in Athletics,8,Benjamin COMPAORÉ,FRA,17.17
Triple Jump men,13th IAAF World Championships in Athletics,9,Henry FRAYNE,AUS,16.78
Triple Jump men,13th IAAF World Championships in Athletics,10,Fabrizio Donato,ITA,16.77
Triple Jump men,13th IAAF World Championships in Athletics,11,Yoandris Betanzos,CUB,16.67
Triple Jump men,13th IAAF World Championships in Athletics,12,Seref Osmanoglu,UKR,16.38
