event,event_name,position,athelete,country,mark
Shot Put women,1st IAAF World Championships in Athletics,1,Helena Fibingerová,TCH,21.05
Shot Put women,1st IAAF World Championships in Athletics,2,Helma Knorscheidt,GDR,20.70
Shot Put women,1st IAAF World Championships in Athletics,3,Ilona Briesenick,GDR,20.56
Shot Put women,1st IAAF World Championships in Athletics,4,Nunu Abashidze,URS,20.55
Shot Put women,1st IAAF World Championships in Athletics,5,Natalya Lisovskaya,URS,20.02
Shot Put women,1st IAAF World Championships in Athletics,6,Mihaela Loghin,ROU,19.85
Shot Put women,1st IAAF World Championships in Athletics,7,Claudia Losch,FRG,19.72
Shot Put women,1st IAAF World Championships in Athletics,8,María Elena Sarría,CUB,19.47
Shot Put women,1st IAAF World Championships in Athletics,9,Zdenka Šilhavá,TCH,19.00
Shot Put women,1st IAAF World Championships in Athletics,10,Venissa Head,GBR,18.05
Shot Put women,1st IAAF World Championships in Athletics,11,Gael Mulhall-Martin,AUS,17.79
Shot Put women,1st IAAF World Championships in Athletics,12,Judy Oakes,GBR,17.52
