event,event_name,position,athelete,country,mark
Javelin Throw men,5th IAAF World Championships in Athletics,1,Jan Zelezný,CZE,89.58
Javelin Throw men,5th IAAF World Championships in Athletics,2,Steve Backley,GBR,86.30
Javelin Throw men,5th IAAF World Championships in Athletics,3,Boris Henry,GER,86.08
Javelin Throw men,5th IAAF World Championships in Athletics,4,Raymond Hecht,GER,83.30
Javelin Throw men,5th IAAF World Championships in Athletics,5,Dag Wennlund,SWE,82.04
Javelin Throw men,5th IAAF World Championships in Athletics,6,Mick Hill,GBR,81.06
Javelin Throw men,5th IAAF World Championships in Athletics,7,Yuriy Rybin,RUS,81.00
Javelin Throw men,5th IAAF World Championships in Athletics,8,Andreas Linden,GER,80.76
Javelin Throw men,5th IAAF World Championships in Athletics,9,Aki Parviainen,FIN,79.58
Javelin Throw men,5th IAAF World Championships in Athletics,10,Andrey Moruyev,RUS,79.14
Javelin Throw men,5th IAAF World Championships in Athletics,11,Seppo Räty,FIN,78.76
Javelin Throw men,5th IAAF World Championships in Athletics,12,Harri Hakkarainen,FIN,78.16
