event,event_name,position,athelete,country,mark
High Jump men,9th IAAF World Championships in Athletics,1,Jacques Freitag,RSA,2.35
High Jump men,9th IAAF World Championships in Athletics,2,Stefan Holm,SWE,2.32
High Jump men,9th IAAF World Championships in Athletics,3,Mark Boswell,CAN,2.32
High Jump men,9th IAAF World Championships in Athletics,4,Mikhail Tsvetkov,RUS,2.29
High Jump men,9th IAAF World Championships in Athletics,5,Germaine Mason,JAM,2.29
High Jump men,9th IAAF World Championships in Athletics,6,Grzegorz Sposób,POL,2.29
High Jump men,9th IAAF World Championships in Athletics,7,Jamie Nieto,USA,2.29
High Jump men,9th IAAF World Championships in Athletics,8,Andriy Sokolovskyy,UKR,2.29
High Jump men,9th IAAF World Championships in Athletics,9,Yaroslav Rybakov,RUS,2.25
High Jump men,9th IAAF World Championships in Athletics,10,Aleksander Walerianczyk,POL,2.25
High Jump men,9th IAAF World Championships in Athletics,11,Jaroslav Bába,CZE,2.25
High Jump men,9th IAAF World Championships in Athletics,12,Matt Hemingway,USA,2.25
High Jump men,9th IAAF World Championships in Athletics,13,Roman Fricke,GER,2.20
