event,event_name,position,athelete,country,mark
1500 Metres men,8th IAAF World Championships,1,Hicham El Guerrouj,MAR,3:30.68
1500 Metres men,8th IAAF World Championships,2,Bernard Lagat,KEN,3:31.10
1500 Metres men,8th IAAF World Championships,3,Driss Maazouzi,FRA,3:31.54   SB
1500 Metres men,8th IAAF World Championships,4,William Chirchir,KEN,3:31.91
1500 Metres men,8th IAAF World Championships,5,Reyes Estévez,ESP,3:32.34   SB
1500 Metres men,8th IAAF World Championships,6,José Antonio Redolat,ESP,3:34.29
1500 Metres men,8th IAAF World Championships,7,Rui Silva,POR,3:35.74
1500 Metres men,8th IAAF World Championships,8,Abdelkader Hachlaf,MAR,3:36.54
1500 Metres men,8th IAAF World Championships,9,Gert-Jan Liefers,NED,3:36.99
1500 Metres men,8th IAAF World Championships,10,Paul McMullen,USA,3:39.35
1500 Metres men,8th IAAF World Championships,11,Adil Kaouch,MAR,3:48.45
1500 Metres men,8th IAAF World Championships,12,Mehdi Baala,FRA,3:55.36
