event,event_name,position,athelete,country,mark
"10,000 Metres women",10th IAAF World Championships in Athletics,1,Tirunesh Dibaba,ETH,30:24.02
"10,000 Metres women",10th IAAF World Championships in Athletics,2,Berhane Adere,ETH,30:25.41  SB
"10,000 Metres women",10th IAAF World Championships in Athletics,3,Ejegayehu Dibaba,ETH,30:26.00
"10,000 Metres women",10th IAAF World Championships in Athletics,4,Huina Xing,CHN,30:27.18  SB
"10,000 Metres women",10th IAAF World Championships in Athletics,5,Edith Masai,KEN,30:30.26  NR
"10,000 Metres women",10th IAAF World Championships in Athletics,6,Werknesh Kidane,ETH,30:32.47
"10,000 Metres women",10th IAAF World Championships in Athletics,7,Yingjie Sun,CHN,30:33.53  SB
"10,000 Metres women",10th IAAF World Championships in Athletics,8,Galina Bogomolova,RUS,30:33.75  SB
"10,000 Metres women",10th IAAF World Championships in Athletics,9,Paula Radcliffe,GBR,30:42.75  SB
"10,000 Metres women",10th IAAF World Championships in Athletics,10,Irene Kwambai Kipchumba,KEN,30:55.80
"10,000 Metres women",10th IAAF World Championships in Athletics,11,Kayoko Fukushi,JPN,31:03.75  SB
"10,000 Metres women",10th IAAF World Championships in Athletics,12,Jelena Prokopcuka,LAT,31:04.55  SB
"10,000 Metres women",10th IAAF World Championships in Athletics,13,Alla Zhilyaeva,RUS,31:17.97
"10,000 Metres women",10th IAAF World Championships in Athletics,14,Katie McGregor,USA,31:21.20  PB
"10,000 Metres women",10th IAAF World Championships in Athletics,15,Kimberley Smith,NZL,31:24.29
"10,000 Metres women",10th IAAF World Championships in Athletics,16,Jennifer Rhines,USA,31:26.66  PB
"10,000 Metres women",10th IAAF World Championships in Athletics,17,Sabrina Mockenhaupt,GER,31:28.21
"10,000 Metres women",10th IAAF World Championships in Athletics,18,Hitomi Miyai,JPN,31:43.74
"10,000 Metres women",10th IAAF World Championships in Athletics,19,Benita Willis,AUS,31:55.15  SB
"10,000 Metres women",10th IAAF World Championships in Athletics,20,Alena Samokhvalova,RUS,31:57.85
"10,000 Metres women",10th IAAF World Championships in Athletics,21,Hiromi Ominami,JPN,32:02.38
"10,000 Metres women",10th IAAF World Championships in Athletics,22,Blake Russell,USA,32:07.00
"10,000 Metres women",10th IAAF World Championships in Athletics,23,Mihaela Maria Prundus,ROU,32:28.29  SB
"10,000 Metres women",10th IAAF World Championships in Athletics,24,Dulce María Rodríguez,MEX,33:04.73
