event,event_name,position,athelete,country,mark
5000 Metres women,8th IAAF World Championships,1,Olga Yegorova,RUS,15:03.39
5000 Metres women,8th IAAF World Championships,2,Marta Domínguez,ESP,15:06.59
5000 Metres women,8th IAAF World Championships,3,Ayelech Worku,ETH,15:10.17
5000 Metres women,8th IAAF World Championships,4,Yanmei Dong,CHN,15:10.73
5000 Metres women,8th IAAF World Championships,5,Irina Mikitenko,GER,15:13.93
5000 Metres women,8th IAAF World Championships,6,Yelena Zadorozhnaya,RUS,15:16.15
5000 Metres women,8th IAAF World Championships,7,Edith Masai,KEN,15:17.67
5000 Metres women,8th IAAF World Championships,8,Gabriela Szabo,ROU,15:19.55
5000 Metres women,8th IAAF World Championships,9,Rose Cheruiyot,KEN,15:23.18
5000 Metres women,8th IAAF World Championships,10,Tatyana Tomashova,RUS,15:23.83
5000 Metres women,8th IAAF World Championships,11,Joanne Pavey,GBR,15:28.41
5000 Metres women,8th IAAF World Championships,12,Benita Willis,AUS,15:36.75
5000 Metres women,8th IAAF World Championships,13,Merima Denboba,ETH,15:41.09
5000 Metres women,8th IAAF World Championships,14,Fatima Yvelain,FRA,15:53.52
5000 Metres women,8th IAAF World Championships,15,Teresa Recio,ESP,15:57.32
