event,event_name,position,athelete,country,mark
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,1,Alina Ivanova,URS,42:57  CR
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,2,Madelein Svensson,SWE,43:13
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,3,Sari Essayah,FIN,43:13
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,4,Irina Strakhova,URS,43:40
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,5,Kerry Saxby-Junna,AUS,44:02
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,6,María Graciela Mendoza,MEX,44:03
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,7,Ileana Salvador,ITA,44:09
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,8,Yueling Chen,CHN,44:11
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,9,Anna Rita Sidoti,ITA,44:18
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,10,Beate Gummelt,GER,44:35
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,11,Kathrin Boyde,GER,44:39
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,12,Katarzyna Radtke,POL,44:42
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,13,Mária Rosza-Urbanik,HUN,45:00
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,14,Andrea Alföldi,HUN,45:22
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,15,Mari Cruz Díaz,ESP,45:23
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,16,Emilia Cano,ESP,45:32
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,17,Susana Feitor,POR,45:37
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,18,Maricela Chavez,MEX,45:54
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,19,Debbi Lawrence,USA,45:58
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,20,Betty Sworowski,GBR,45:59
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,21,Pascale Grand,CAN,46:17
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,22,Yan Sun,CHN,46:21
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,23,Andrea Meloni,GER,46:23
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,24,Janice McCaffrey,CAN,46:33
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,25,Lynn Weik,USA,46:49
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,26,Ivana Brozmanova,TCH,46:59
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,27,Victoria Herazo,USA,47:10
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,28,Tina Poitras,CAN,47:22
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,29,Maria Reyes Sobrino,ESP,47:31
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,30,Yuko Sato,JPN,47:37
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,31,Zuzana Zemkova,TCH,47:41
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,32,Kamila Holpuchová,TCH,48:06
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,33,Maria Colin,MEX,48:27
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,34,Viera Toporek,AUT,48:31
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,35,Hideko Hirayama,JPN,48:35
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,36,Isilda Gonçalves,POR,48:35
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,37,Fusako Masuda,JPN,48:52
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,38,Helen Elleker,GBR,48:56
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,39,Julie Drake,GBR,49:47
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,40,Hasiati Lawole,INA,50:26
10 Kilometres Race Walk women,3rd IAAF World Championships in Athletics,41,Magdalena Guzmán,ESA,53:44
