event,event_name,position,athelete,country,mark
Triple Jump men,6th IAAF World Championships In Athletics,1,Yoelbi Quesada,CUB,17.85
Triple Jump men,6th IAAF World Championships In Athletics,2,Jonathan Edwards,GBR,17.69
Triple Jump men,6th IAAF World Championships In Athletics,3,Aliecer Urrutia,CUB,17.64
Triple Jump men,6th IAAF World Championships In Athletics,4,Denis Kapustin,RUS,17.59
Triple Jump men,6th IAAF World Championships In Athletics,5,Brian Wellman,BER,17.22
Triple Jump men,6th IAAF World Championships In Athletics,6,Jérôme Romain,DMA,17.17
Triple Jump men,6th IAAF World Championships In Athletics,7,Hrístos Melétoglou,GRE,17.12
Triple Jump men,6th IAAF World Championships In Athletics,8,Andrew Owusu,GHA,17.11
Triple Jump men,6th IAAF World Championships In Athletics,9,Kenny Harrison,USA,17.05
Triple Jump men,6th IAAF World Championships In Athletics,10,Serge Hélan,FRA,16.97
Triple Jump men,6th IAAF World Championships In Athletics,11,Charles Michael Friedek,GER,16.86
Triple Jump men,6th IAAF World Championships In Athletics,12,Armen Martirosyan,ARM,16.70
