event,event_name,position,athelete,country,mark
High Jump women,6th IAAF World Championships In Athletics,1,Hanne Haugland,NOR,1.99
High Jump women,6th IAAF World Championships In Athletics,2,Olga Kaliturina,RUS,1.96
High Jump women,6th IAAF World Championships In Athletics,2,Inha Babakova,UKR,1.96
High Jump women,6th IAAF World Championships In Athletics,4,Yuliya Lyakhova,RUS,1.96
High Jump women,6th IAAF World Championships In Athletics,5,Kajsa Bergqvist,SWE,1.93
High Jump women,6th IAAF World Championships In Athletics,5,Tatyana Babashkina,RUS,1.93
High Jump women,6th IAAF World Championships In Athletics,7,Alina Astafei,GER,1.93
High Jump women,6th IAAF World Championships In Athletics,7,Britta Bilac,SLO,1.93
High Jump women,6th IAAF World Championships In Athletics,7,Antonella Bevilacqua,ITA,1.93
High Jump women,6th IAAF World Championships In Athletics,10,Heike Balck,GER,1.90
High Jump women,6th IAAF World Championships In Athletics,10,Hestrie Cloete,RSA,1.90
High Jump women,6th IAAF World Championships In Athletics,12,Pia Zinck,DEN,1.90
High Jump women,6th IAAF World Championships In Athletics,13,Monica Iagar,ROU,1.85
