event,event_name,position,athelete,country,mark
Triple Jump men,4th IAAF World Championships in Athletics,1,Mike Conley,USA,17.86
Triple Jump men,4th IAAF World Championships in Athletics,2,Leonid Voloshin,RUS,17.65
Triple Jump men,4th IAAF World Championships in Athletics,3,Jonathan Edwards,GBR,17.44
Triple Jump men,4th IAAF World Championships in Athletics,4,Ralf Jaros,GER,17.34
Triple Jump men,4th IAAF World Championships in Athletics,5,Pierre Camara,FRA,17.28
Triple Jump men,4th IAAF World Championships in Athletics,6,Denis Kapustin,RUS,17.19
Triple Jump men,4th IAAF World Championships in Athletics,7,Anisio Souza da Silva,BRA,17.19
Triple Jump men,4th IAAF World Championships in Athletics,8,Brian Wellman,BER,17.12
Triple Jump men,4th IAAF World Championships in Athletics,9,Serge Hélan,FRA,17.09
Triple Jump men,4th IAAF World Championships in Athletics,10,Kenny Harrison,USA,17.06
Triple Jump men,4th IAAF World Championships in Athletics,11,Jérôme Romain,DMA,16.98
Triple Jump men,4th IAAF World Championships in Athletics,12,Yoelbi Quesada,CUB,16.77
Triple Jump men,4th IAAF World Championships in Athletics,13,Oleg Denishchik,BLR,16.61
