event,event_name,position,athelete,country,mark
Triple Jump women,5th IAAF World Championships in Athletics,1,Inessa Kravets,UKR,15.50
Triple Jump women,5th IAAF World Championships in Athletics,2,Iva Prandzheva,BUL,15.18
Triple Jump women,5th IAAF World Championships in Athletics,3,Anna Biryukova,RUS,15.08
Triple Jump women,5th IAAF World Championships in Athletics,4,Inna Lasovskaya,RUS,14.90
Triple Jump women,5th IAAF World Championships in Athletics,5,Rodica Mateescu,ROU,14.82
Triple Jump women,5th IAAF World Championships in Athletics,6,Ruiping Ren,CHN,14.25
Triple Jump women,5th IAAF World Championships in Athletics,7,Zhanna Gureyeva,BLR,14.22
Triple Jump women,5th IAAF World Championships in Athletics,8,Barbara Lah,ITA,14.18
Triple Jump women,5th IAAF World Championships in Athletics,9,Jelena Blazevica,LAT,14.09
Triple Jump women,5th IAAF World Championships in Athletics,10,Olena Hovorova,UKR,14.07
Triple Jump women,5th IAAF World Championships in Athletics,11,Iolanda Chen,RUS,14.05
Triple Jump women,5th IAAF World Championships in Athletics,12,Michelle Griffith-Robinson,GBR,13.59
