event,event_name,position,athelete,country,mark
5000 Metres men,1st IAAF World Championships in Athletics,1,Eamonn Coghlan,IRL,13:28.53
5000 Metres men,1st IAAF World Championships in Athletics,2,Werner Schildhauer,GDR,13:30.20
5000 Metres men,1st IAAF World Championships in Athletics,3,Martti Vainio,FIN,13:30.34
5000 Metres men,1st IAAF World Championships in Athletics,4,Dmitriy Dmitriyev,URS,13:30.38
5000 Metres men,1st IAAF World Championships in Athletics,5,Doug Padilla,USA,13:32.08
5000 Metres men,1st IAAF World Championships in Athletics,6,Thomas Wessinghage,FRG,13:32.46
5000 Metres men,1st IAAF World Championships in Athletics,7,Wodajo Bulti,ETH,13:34.03
5000 Metres men,1st IAAF World Championships in Athletics,8,Dietmar Millonig,AUT,13:36.08
5000 Metres men,1st IAAF World Championships in Athletics,9,Paul Kipkoech,KEN,13:37.44
5000 Metres men,1st IAAF World Championships in Athletics,10,António Leitão,POR,13:38.55
5000 Metres men,1st IAAF World Championships in Athletics,11,Valeriy Abramov,URS,13:39.80
5000 Metres men,1st IAAF World Championships in Athletics,12,Markus Ryffel,SUI,13:39.98
5000 Metres men,1st IAAF World Championships in Athletics,13,Salvatore Antibo,ITA,13:40.76
5000 Metres men,1st IAAF World Championships in Athletics,14,Julian Goater,GBR,13:48.13
5000 Metres men,1st IAAF World Championships in Athletics,15,Anatoliy Krokhmalyuk,URS,14:00.27
