event,event_name,position,athelete,country,mark
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,1,Hao Wang,CHN,1:19:06  PB
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,2,Eder Sánchez,MEX,1:19:22  SB
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,3,Giorgio Rubino,ITA,1:19:50
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,4,Luis Fernando López,COL,1:20:03  NR
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,5,Jared Tallent,AUS,1:20:27
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,6,Erik Tysse,NOR,1:20:38
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,7,Jesús Sánchez,MEX,1:20:52  PB
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,8,Matej Tóth,SVK,1:21:13
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,9,João Vieira,POR,1:21:43  SB
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,10,Koichiro Morioka,JPN,1:21:48
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,11,Jianbo Li,CHN,1:21:54
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,12,Yafei Chu,CHN,1:21:56
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,13,André Höhne,GER,1:21:59
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,14,Robert Heffernan,IRL,1:22:09  SB
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,15,José Ignacio Díaz,ESP,1:22:12  SB
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,16,Andrey Krivov,RUS,1:22:19
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,17,Luke Adams,AUS,1:22:37
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,18,Hassanine Sebei,TUN,1:22:52
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,19,Babubhai Kesharabhai  Panucha,IND,1:23:06  NR
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,20,Jean Jacques Nkouloukidi,ITA,1:23:07  SB
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,21,Dzianis Simanovich,BLR,1:23:36
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,22,Rolando Saquipay,ECU,1:23:51  SB
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,23,Juan Manuel Molina,ESP,1:24:00
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,24,Chilsung Park,KOR,1:24:01
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,25,Artur Brzozowski,POL,1:24:17
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,26,Sérgio Vieira,POR,1:24:32
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,27,Pedro Daniel Gómez,MEX,1:24:39
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,28,Yerko Araya,CHI,1:24:49
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,29,Isamu Fujisawa,JPN,1:25:12
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,30,David Kimutai,KEN,1:26:35
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,31,Hyunsub Kim,KOR,1:27:08
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,32,Predrag Filipović,SRB,1:27:44
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,33,Pavel Chihuan Camayo,PER,1:27:54
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,34,Rustam Kuvatov,KAZ,1:28:47  SB
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,35,Jakub Jelonek,POL,1:28:59
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,36,Andrés Chocho,ECU,1:29:14
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,37,Juan Manuel Cano,ARG,1:29:20  SB
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,38,Allan Segura,CRC,1:29:52
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,39,Yusuke Suzuki,JPN,1:30:21
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,40,Young-joon Byun,KOR,1:30:35
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,41,José Mauricio Arteaga,ECU,1:32:25
20 Kilometres Race Walk men,12th IAAF World Championships in Athletics,42,Vilius Mikelionis,LTU,1:32:53
