event,event_name,position,athelete,country,mark
1500 Metres men,6th IAAF World Championships In Athletics,1,Hicham El Guerrouj,MAR,3:35.83
1500 Metres men,6th IAAF World Championships In Athletics,2,Fermín Cacho,ESP,3:36.63
1500 Metres men,6th IAAF World Championships In Athletics,3,Reyes Estévez,ESP,3:37.26
1500 Metres men,6th IAAF World Championships In Athletics,4,Noureddine Morceli,ALG,3:37.37
1500 Metres men,6th IAAF World Championships In Athletics,5,Alí Hakimi,TUN,3:37.51
1500 Metres men,6th IAAF World Championships In Athletics,6,Mohamed Suleiman,QAT,3:37.53
1500 Metres men,6th IAAF World Championships In Athletics,7,Graham Hood,CAN,3:37.55
1500 Metres men,6th IAAF World Championships In Athletics,8,Robert Kiplagat Andersen,DEN,3:37.66
1500 Metres men,6th IAAF World Championships In Athletics,9,John Mayock,GBR,3:38.67
1500 Metres men,6th IAAF World Championships In Athletics,10,Rüdiger Stenzel,GER,3:38.82
1500 Metres men,6th IAAF World Championships In Athletics,11,Laban Rotich,KEN,3:41.27
1500 Metres men,6th IAAF World Championships In Athletics,12,Nadir Bosch,FRA,3:48.35
