event,event_name,position,athelete,country,mark
1500m Wheelchair men,9th IAAF World Championships in Athletics,1,Joël Jeannot,FRA,3:13.03
1500m Wheelchair men,9th IAAF World Championships in Athletics,2,Jeffrey Adams,CAN,3:14.94
1500m Wheelchair men,9th IAAF World Championships in Athletics,3,Saul Mendoza,MEX,3:15.12
1500m Wheelchair men,9th IAAF World Championships in Athletics,4,Ralph Brunner,GER,3:15.42
1500m Wheelchair men,9th IAAF World Championships in Athletics,5,Robert Figl,GER,3:15.46
1500m Wheelchair men,9th IAAF World Championships in Athletics,6,Prawat Wahorum,THA,3:16.01
1500m Wheelchair men,9th IAAF World Championships in Athletics,7,Nobukazu Hanaoka,JPN,3:16.44
1500m Wheelchair men,9th IAAF World Championships in Athletics,8,Ernst Van Dyk,RSA,3:16.62
1500m Wheelchair men,9th IAAF World Championships in Athletics,9,Claude Issorat,FRA,3:17.87
1500m Wheelchair men,9th IAAF World Championships in Athletics,10,Tyler Byers,USA,3:48.96
