event,event_name,position,athelete,country,mark
Long Jump women,14th IAAF World Championships,1,Brittney REESE,USA,7.01
Long Jump women,14th IAAF World Championships,2,Blessing OKAGBARE,NGR,6.99
Long Jump women,14th IAAF World Championships,3,Ivana VULETA,SRB,6.82
Long Jump women,14th IAAF World Championships,4,Olga Sudarava,BLR,6.82
Long Jump women,14th IAAF World Championships,5,Shara PROCTOR,GBR,6.79
Long Jump women,14th IAAF World Championships,6,Darya KLISHINA,RUS,6.76
Long Jump women,14th IAAF World Championships,7,Tori Polk,USA,6.73
Long Jump women,14th IAAF World Championships,8,Yelena SOKOLOVA,RUS,6.65
Long Jump women,14th IAAF World Championships,9,Erica JARDER,SWE,6.47
Long Jump women,14th IAAF World Championships,10,Janay DeLoach,USA,6.44
Long Jump women,14th IAAF World Championships,11,Sosthene Moguenara-Taroum,GER,6.42
