event,event_name,position,athelete,country,mark
Long Jump women,IAAF World Championships London 2017,1,Brittney REESE,USA,7.02
Long Jump women,IAAF World Championships London 2017,2,Darya KLISHINA,ANA,7.00
Long Jump women,IAAF World Championships London 2017,3,Tianna MADISON,USA,6.97
Long Jump women,IAAF World Championships London 2017,4,Ivana VULETA,SRB,6.96
Long Jump women,IAAF World Championships London 2017,5,Lorraine UGEN,GBR,6.72
Long Jump women,IAAF World Championships London 2017,6,Brooke STRATTON,AUS,6.67
Long Jump women,IAAF World Championships London 2017,7,Chantel MALONE,IVB,6.57
Long Jump women,IAAF World Championships London 2017,8,Blessing OKAGBARE,NGR,6.55
Long Jump women,IAAF World Championships London 2017,9,Lauma Grīva,LAT,6.54
Long Jump women,IAAF World Championships London 2017,10,Claudia Salman-Rath,GER,6.54
Long Jump women,IAAF World Championships London 2017,11,Eliane MARTINS,BRA,6.52
Long Jump women,IAAF World Championships London 2017,12,Alina ROTARU-KOTTMANN,ROU,6.46
