event,event_name,position,athelete,country,mark
3000 Metres Steeplechase women,14th IAAF World Championships,1,Milcah Chemos Cheywa,KEN,9:11.65  WL
3000 Metres Steeplechase women,14th IAAF World Championships,2,Lidya Chepkurui,KEN,9:12.55  PB
3000 Metres Steeplechase women,14th IAAF World Championships,3,Sofia Assefa,ETH,9:12.84  SB
3000 Metres Steeplechase women,14th IAAF World Championships,4,Hiwot Ayalew,ETH,9:15.25  SB
3000 Metres Steeplechase women,14th IAAF World Championships,5,Etenesh Diro,ETH,9:16.97  SB
3000 Metres Steeplechase women,14th IAAF World Championships,6,Hyvin Kiyeng,KEN,9:22.05  PB
3000 Metres Steeplechase women,14th IAAF World Championships,7,Valentyna Zhudina,UKR,9:33.73
3000 Metres Steeplechase women,14th IAAF World Championships,8,Antje Möldner-Schmidt,GER,9:34.06
3000 Metres Steeplechase women,14th IAAF World Championships,9,Gesa Felicitas Krause,GER,9:37.11  SB
3000 Metres Steeplechase women,14th IAAF World Championships,10,Eilish McColgan,GBR,9:37.33
3000 Metres Steeplechase women,14th IAAF World Championships,11,Diana Martín,ESP,9:38.30  SB
3000 Metres Steeplechase women,14th IAAF World Championships,12,Natalya Gorchakova,RUS,9:38.57  SB
3000 Metres Steeplechase women,14th IAAF World Championships,13,Ancuţa Bobocel,ROU,9:53.35
3000 Metres Steeplechase women,14th IAAF World Championships,14,Silvia Dânekova,BUL,9:58.57
3000 Metres Steeplechase women,14th IAAF World Championships,15,Salima Elouali Alami,MAR,10:08.36
