event,event_name,position,athelete,country,mark
Triple Jump men,7th IAAF World Championships in Athletics,1,Charles Michael Friedek,GER,17.59
Triple Jump men,7th IAAF World Championships in Athletics,2,Rostislav Dimitrov,BUL,17.49
Triple Jump men,7th IAAF World Championships in Athletics,3,Jonathan Edwards,GBR,17.48
Triple Jump men,7th IAAF World Championships in Athletics,4,Andrew Murphy,AUS,17.32
Triple Jump men,7th IAAF World Championships in Athletics,5,Paolo Camossi,ITA,17.29
Triple Jump men,7th IAAF World Championships in Athletics,6,LaMark Carter,USA,17.10
Triple Jump men,7th IAAF World Championships in Athletics,7,Jérôme Romain,FRA,17.10
Triple Jump men,7th IAAF World Championships in Athletics,8,Jirí Kuntoš,CZE,17.00
Triple Jump men,7th IAAF World Championships in Athletics,9,Denis Kapustin,RUS,16.89
Triple Jump men,7th IAAF World Championships in Athletics,10,Yoelbi Quesada,CUB,16.88
Triple Jump men,7th IAAF World Championships in Athletics,11,Onochie Achike,GBR,16.59
Triple Jump men,7th IAAF World Championships in Athletics,12,Vasiliy Sokov,RUS,16.53
