event,event_name,position,athelete,country,mark
Pole Vault men,13th IAAF World Championships in Athletics,1,Paweł Wojciechowski,POL,5.90
Pole Vault men,13th IAAF World Championships in Athletics,2,Lázaro Borges,CUB,5.90
Pole Vault men,13th IAAF World Championships in Athletics,3,Renaud Lavillenie,FRA,5.85
Pole Vault men,13th IAAF World Championships in Athletics,4,Lukasz Michalski,POL,5.85
Pole Vault men,13th IAAF World Championships in Athletics,5,Malte Mohr,GER,5.85
Pole Vault men,13th IAAF World Championships in Athletics,6,Konstantinos Filippidis,GRE,5.75
Pole Vault men,13th IAAF World Championships in Athletics,7,Mateusz Didenkow,POL,5.75
Pole Vault men,13th IAAF World Championships in Athletics,8,Fábio da Silva,BRA,5.65
Pole Vault men,13th IAAF World Championships in Athletics,9,Jan Kudlicka,CZE,5.65
Pole Vault men,13th IAAF World Championships in Athletics,9,Steven Lewis,GBR,5.65
Pole Vault men,13th IAAF World Championships in Athletics,9,Jeremy Scott,USA,5.65
Pole Vault men,13th IAAF World Championships in Athletics,12,Dmitry Starodubtsev,RUS,5.65
Pole Vault men,13th IAAF World Championships in Athletics,13,Derek Miles,USA,5.65
Pole Vault men,13th IAAF World Championships in Athletics,14,Daichi Sawano,JPN,5.65
