event,event_name,position,athelete,country,mark
Shot Put men,14th IAAF World Championships,1,David Storl,GER,21.73
Shot Put men,14th IAAF World Championships,2,Ryan Whiting,USA,21.57
Shot Put men,14th IAAF World Championships,3,Dylan Armstrong,CAN,21.34
Shot Put men,14th IAAF World Championships,4,Reese Hoffa,USA,21.12
Shot Put men,14th IAAF World Championships,5,Ladislav Prášil,CZE,20.98
Shot Put men,14th IAAF World Championships,6,Tomasz Majewski,POL,20.98
Shot Put men,14th IAAF World Championships,7,Germán Lauro,ARG,20.40
Shot Put men,14th IAAF World Championships,8,Georgi Ivanov,BUL,20.39
Shot Put men,14th IAAF World Championships,9,Cory Martin,USA,20.09
Shot Put men,14th IAAF World Championships,10,Asmir Kolašinac,SRB,19.96
Shot Put men,14th IAAF World Championships,11,Antonín Žalský,CZE,19.54
Shot Put men,14th IAAF World Championships,12,Martin Stašek,CZE,19.10
