event,event_name,position,athelete,country,mark
Javelin Throw women,10th IAAF World Championships in Athletics,1,Olisdeilys Menéndez,CUB,71.70
Javelin Throw women,10th IAAF World Championships in Athletics,2,Christina Obergföll,GER,70.03
Javelin Throw women,10th IAAF World Championships in Athletics,3,Steffi Nerius,GER,65.96
Javelin Throw women,10th IAAF World Championships in Athletics,4,Christina Scherwin,DEN,63.43
Javelin Throw women,10th IAAF World Championships in Athletics,5,Zahra Bani,ITA,62.75
Javelin Throw women,10th IAAF World Championships in Athletics,6,Paula Tarvainen,FIN,62.64
Javelin Throw women,10th IAAF World Championships in Athletics,7,Sonia Bisset,CUB,61.75
Javelin Throw women,10th IAAF World Championships in Athletics,8,Aggelikí Tsiolakoúdi,GRE,57.99
Javelin Throw women,10th IAAF World Championships in Athletics,9,Mikaela Ingberg,FIN,57.54
Javelin Throw women,10th IAAF World Championships in Athletics,10,Lavern Eve,BAH,57.10
Javelin Throw women,10th IAAF World Championships in Athletics,11,Rumyana Karapetrova,BUL,57.06
Javelin Throw women,10th IAAF World Championships in Athletics,12,Goldie Sayers,GBR,54.44
