event,event_name,position,athelete,country,mark
1500 Metres men,12th IAAF World Championships in Athletics,1,Yusuf Saad Kamel,BRN,3:35.93
1500 Metres men,12th IAAF World Championships in Athletics,2,Deresse Mekonnen,ETH,3:36.01
1500 Metres men,12th IAAF World Championships in Athletics,3,Bernard Lagat,USA,3:36.20
1500 Metres men,12th IAAF World Championships in Athletics,4,Asbel Kiprop,KEN,3:36.47
1500 Metres men,12th IAAF World Championships in Athletics,5,Augustine Kiprono Choge,KEN,3:36.53
1500 Metres men,12th IAAF World Championships in Athletics,6,Mohamed Moustaoui,MAR,3:36.57
1500 Metres men,12th IAAF World Championships in Athletics,7,Mehdi Baala,FRA,3:36.99
1500 Metres men,12th IAAF World Championships in Athletics,8,Lopez Lomong,USA,3:37.62
1500 Metres men,12th IAAF World Championships in Athletics,9,Belal Ali Mansoor,BRN,3:37.72
1500 Metres men,12th IAAF World Championships in Athletics,10,Amine Laalou,MAR,3:37.83
1500 Metres men,12th IAAF World Championships in Athletics,11,Abdelaati Iguider,MAR,3:38.35
1500 Metres men,12th IAAF World Championships in Athletics,12,Leonel Manzano,USA,3:40.05
