event,event_name,position,athelete,country,mark
High Jump women,"World Athletics Championships, Oregon 2022",1,Eleanor PATTERSON,AUS,2.02
High Jump women,"World Athletics Championships, Oregon 2022",2,Yaroslava MAHUCHIKH,UKR,2.02
High Jump women,"World Athletics Championships, Oregon 2022",3,Elena VALLORTIGARA,ITA,2.00
High Jump women,"World Athletics Championships, Oregon 2022",4,Iryna GERASHCHENKO,UKR,2.00
High Jump women,"World Athletics Championships, Oregon 2022",5,Nicola OLYSLAGERS,AUS,1.96
High Jump women,"World Athletics Championships, Oregon 2022",5,Safina SADULLAYEVA,UZB,1.96
High Jump women,"World Athletics Championships, Oregon 2022",7,Karmen BRUUS,EST,1.96
High Jump women,"World Athletics Championships, Oregon 2022",8,Nadezhda DUBOVITSKAYA,KAZ,1.96
High Jump women,"World Athletics Championships, Oregon 2022",9,Lamara DISTIN,JAM,1.93
High Jump women,"World Athletics Championships, Oregon 2022",10,Daniela STANCIU,ROU,1.93
High Jump women,"World Athletics Championships, Oregon 2022",11,Kimberly WILLIAMSON,JAM,1.89
High Jump women,"World Athletics Championships, Oregon 2022",12,Lia APOSTOLOVSKI,SLO,1.89
